source,target
"[66] Trong lĩnh vực tính toán cảm xúc, một số thành tựu đáng chú ý ở mức độ vừa phải bao gồm phân tích tình cảm dựa trên văn bản và, gần đây hơn, phân tích tình cảm đa phương thức.","[66] Trong lĩnh vực tính toán cảm xúc, một số thành tựu đáng chú ý ở mức độ vừa phải bao gồm phân tích tình cảm dựa trên văn bản và, gần đây hơn, phân tích tình cảm đa phương thức."
"Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn nhuw học tawng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thoong tin nhằm cải thiện hiểu biết của mình về sở thích nội tại.","Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại."
"Những sở thích này có thể được rút trích thông qua gọc rập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại.","Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại."
"Thị giác máy tính là lĩnh vực con, nghiên cứu và phát triển các phương pháp giúp máy tính có thể phân tích, h1ểu và diễn giải dữ llệu đầu vào dưới dạng hình ảnh hoặc tín hiệu thị giác.","Thị giác máy tính là lĩnh vực con, nghiên cứu và phát triển các phương pháp giúp máy tính có thể phân tích, hiểu và diễn giải dữ liệu đầu vào dưới dạng hình ảnh hoặc tín hiệu thị giác."
"[34] Trong kế hoạch cổ điển, tác nhân được giả định là biết một casch chính xác hệ quar của mọi hành động mà nó có thể thực hiện.","[34] Trong kế hoạch cổ điển, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện."
"Trong đó, học không giám sát hướng đến việc phân tích dòng dữ liệu chưa được gán nhãn nhằm nhận diện casc quy luật tiềm ẩn và đưa ra suy luận mà không cần đến hướng dẫn trực tiếp.","Trong đó, học không giám sát hướng đến việc phân tích dòng dữ liệu chưa được gán nhãn nhằm nhận diện các quy luật tiềm ẩn và đưa ra suy luận mà không cần đến hướng dẫn trực tiếp."
"[33] Ngược lại, trong bối cảnh ra quyết định tự động, tác nhân được cho là có những sở thích – tức là một số trạng huống mà nó mong muốn tham gia, và những trạng huống khác maf nó tìm casch trasnh né.","[33] Ngược lại, trong bối cảnh ra quyết định tự động, tác nhân được cho là có những sở thích – tức là một số trạng huống mà nó mong muốn tham gia, và những trạng huống khác mà nó tìm cách tránh né."
"[16] Bên cạnh đó, qáu trình thu thpậ và chuẩn óha tri thức phcụ vụ cho các ứng dụng IA cũng đặt ra nhiều thách thcứ về cả quy mô, độ chính xác và tính phù hợp với ngữ cảnh ứng dụng cụ htể.","[16] Bên cạnh đó, quá trình thu thập và chuẩn hóa tri thức phục vụ cho các ứng dụng AI cũng đặt ra nhiều thách thức về cả quy mô, độ chính xác và tính phù hợp với ngữ cảnh ứng dụng cụ thể."
"Các phương pháp chính gồm có: Người ta đã nghiên cứu các hệ thống thông m1nh lai (hybrid intelligent system), trong đó kết hợp hai trường phái này.","Các phương pháp chính gồm có: Người ta đã nghiên cứu các hệ thống thông minh lai (hybrid intelligent system), trong đó kết hợp hai trường phái này."
"Với tinh thần dũmg cảm, Lê Tú vừa được Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh troa tặng huy hiệu ""Tuổi trẻ dũng cảm"".","Với tinh thần dũng cảm, Lê Tú vừa được Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh trao tặng huy hiệu ""Tuổi trẻ dũng cảm""."
"[33] Ngược lại, trong bối cảnh ra quyết định tự động, tasc nhân được cho là có những sở thích – tức là một số trạng huống mà nó mong muốn tham gia, và những trạng huống khác mà nó tìm cách tránh né.","[33] Ngược lại, trong bối cảnh ra quyết định tự động, tác nhân được cho là có những sở thích – tức là một số trạng huống mà nó mong muốn tham gia, và những trạng huống khác mà nó tìm cách tránh né."
"[4] Một số công ty như OpenAI, Google DeepMind và Meta, đang ddặt mục tiêu phát triển trí tuệ nhaan tạo tổng quast (AGI)—một dajng AI có khả năng thực hiện hầu hết mọi nhiệm vụ nhận thức ở mức độ ngang bằng hoặc vượt trội so với con nguwời.","[4] Một số công ty như OpenAI, Google DeepMind và Meta, đang đặt mục tiêu phát triển trí tuệ nhân tạo tổng quát (AGI)—một dạng AI có khả năng thực hiện hầu hết mọi nhiệm vụ nhận thức ở mức độ ngang bằng hoặc vượt trội so với con người."
"[c] ""Tác nhân"" được hiểu là bất kỳ thực thể nào có khả năng nhận thức và thực hlện hành động trong thế giới.","[c] ""Tác nhân"" được hiểu là bất kỳ thực thể nào có khả năng nhận thức và thực hiện hành động trong thế giới."
"Căn cứ các quy chế, năm nay, từ 146 hồ sơ của các tỉnh, thành đoàn, đoàn trực thuộc, Ban tổ chức đã lựa chọn được 100 đại biểu xuất sắc nhận Giải thưởng Lý Tự Trọng.","Căn cứ các quy chế, năm nay, từ 146 hồ sơ của các tỉnh, thành đoàn, đoàn trực thuộc, Ban tổ chức đã lựa chọn được 100 đại biểu xuất sắc nhận Giải thưởng Lý Tự Trọng."
"[4] Một số côgn ty như OpenAI, Google DeepMind và Meta, đang đặt mục tiêu phát triển trí tuệ nhân tạo tổng quát (AGI)—một dạgn AI óc khả năng thực hiện hầu ếht mọi nhiệm vụ nhận thức ở mức độ ngang bằng hoặc vượt trội so với con nưgời.","[4] Một số công ty như OpenAI, Google DeepMind và Meta, đang đặt mục tiêu phát triển trí tuệ nhân tạo tổng quát (AGI)—một dạng AI có khả năng thực hiện hầu hết mọi nhiệm vụ nhận thức ở mức độ ngang bằng hoặc vượt trội so với con người."
") Các phưowng pháp gồm có: Trí tuệ tính toán nghieen cứu việc học hoặc phát triển lặp (ví dụ: tinh chỉnh tham số trong hệ thống, chẳng hạn hệ thống connectionist).",") Các phương pháp gồm có: Trí tuệ tính toán nghiên cứu việc học hoặc phát triển lặp (ví dụ: tinh chỉnh tham số trong hệ thống, chẳng hạn hệ thống connectionist)."
Tổng Biên tập: Lee Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
Te:l (8)4 24 382 54231/382 54232 Fax: (84) 24 382 55593.,Tel: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.
Có lẽ chúng ta nên bắt đầu cẩn thận ngay từ bây giờ.,Có lẽ chúng ta nên bắt đầu cẩn thận ngay từ bây giờ.
"Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọgn cao nhất, nhằm tốo ưu hóa mức độ thỏa mãn sở thích của mình.","Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình."
[15] Ngay cả con người cũng hiếm khi sử dụng phương oháp suy diễn từng bước mà những nghiên cứu AI thời kỳ đầu có thể mô phỏgn.,[15] Ngay cả con người cũng hiếm khi sử dụng phương pháp suy diễn từng bước mà những nghiên cứu AI thời kỳ đầu có thể mô phỏng.
"[71] Công việc đầu tiên mà bây giờ được công nhận là trí tuệ nhân tạo là thiết kế hình thức ""tế bafo thần kinh nhân tạo"" do McCullouch và Pitts đuwa ra năm 1943.","[71] Công việc đầu tiên mà bây giờ được công nhận là trí tuệ nhân tạo là thiết kế hình thức ""tế bào thần kinh nhân tạo"" do McCullouch và Pitts đưa ra năm 1943."
"Bà lập luận rằng ừt điển đồng nghĩa, thay vì các từ ddiển chuyên ngafnh, nnê đóng vai trò làm nền tảng cho cấu trúc củ4 ngôn ngữ tính toán.","Bà lập luận rằng từ điển đồng nghĩa, thay vì các từ điển chuyên ngành, nên đóng vai trò làm nền tảng cho cấu trúc của ngôn ngữ tính toán."
"Để biểu thị mức ddộ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi laf tiện ích.","Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích."
Nó liên quan tới philosophy of mind vaf mind-body problem.,Nó liên quan tới philosophy of mind và mind-body problem.
"[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tln không chắc chắn hóặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học.","[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học."
Tổng Biên tập: Lê Qvốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"ruring ãđ đề xuất rằng ""nếu một con người không thể phân biệt giữa các phản hồi từ một máy uà một con người, máy tính có thể được coi là 'thông minh'.","Turing đã đề xuất rằng ""nếu một con người không thể phân biệt giữa các phản hồi từ một máy và một con người, máy tính có thể được coi là 'thông minh'."
Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũmg như chỉnh sửa nội dung đã dẫn đến nhiều hậy quả ngoài ý muốn ở hiện tại.,Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũng như chỉnh sửa nội dung đã dẫn đến nhiều hậu quả ngoài ý muốn ở hiện tại.
Nó liên quan tới philosophy of mins và mind-body problem.,Nó liên quan tới philosophy of mind và mind-body problem.
"Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích.","Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích."
"Nguyễm Lê Tú, sinh viên Đại học Bách khoa Hà Nội, đã cùng một số ngườo dân liều mình lao vào đám cháy tại ngõ 218 đường Lĩnh Nam (Hà Nội) cgiều 24/3 để cứu mgười.","Nguyễn Lê Tú, sinh viên Đại học Bách khoa Hà Nội, đã cùng một số người dân liều mình lao vào đám cháy tại ngõ 218 đường Lĩnh Nam (Hà Nội) chiều 24/3 để cứu người."
Các đặc tính được mô tả dưới đây đã nhận được nhiều sự qu4n tâm nhất và bao quát được phạm vi nghiên cứu AI.,Các đặc tính được mô tả dưới đây đã nhận được nhiều sự quan tâm nhất và bao quát được phạm vi nghiên cứu AI.
"Tầm nhìn sây sắc này, cho thấy máy tính kỹ thuật số có thể mô phỏng bất kỳ quá trình suy luận hình thức nào, đã được gọi là luận án Church-Turinf.","Tầm nhìn sâu sắc này, cho thấy máy tính kỹ thuật số có thể mô phỏng bất kỳ quá trình suy luận hình thức nào, đã được gọi là luận án Church-Turing."
"Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình.","Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình."
"Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy lyận xác suất, đồnf thời liêm tục đánh giá lại tình hìmh sau mỗi hành động để xác địmh mức độ hiệu quả của hành động vừa thực hiện.","Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện."
Biểu diễn tri thức và ỹk thuật ửx lý tir thức[17] đóng vai trò then chốt trong việc trang ịb cho các hệ thống AI khả năng trả lời câu hỏi một cách tôhng minh àv suy luận về các hiện tượng trong thế giới thực.,Biểu diễn tri thức và kỹ thuật xử lý tri thức[17] đóng vai trò then chốt trong việc trang bị cho các hệ thống AI khả năng trả lời câu hỏi một cách thông minh và suy luận về các hiện tượng trong thế giới thực.
"[c] ""Tác nhân"" được hiểu là bất kỳ thực thể nà0 có khả năng nhận thức và thực hiện hành động trong thế giới.","[c] ""Tác nhân"" được hiểu là bất kỳ thực thể nào có khả năng nhận thức và thực hiện hành động trong thế giới."
"Danh mcụ Cúhng tôi xin thông báo để các cơ quan, đàon thể, đơn vị, trường ọhc àv bạn đọc ặđt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây ónng: (84) 24 393 82413 Xin trân trọng cảm ơn!","Danh mục Chúng tôi xin thông báo để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây nóng: (84) 24 393 82413 Xin trân trọng cảm ơn!"
"[37] Trong bối cảnh đó, lý thuyết goá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm.","[37] Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm."
[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạhn sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dnầ vượt rtội hơn so với các kỹ thuật AI trước đ.ó,[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó.
uấn đề tổng quát của việc mô phỏng (hay tạo ra) khả năng trí tuệ đã được chia thành các bài toán con.,Vấn đề tổng quát của việc mô phỏng (hay tạo ra) khả năng trí tuệ đã được chia thành các bài toán con.
Nó liên quan tới philosophy of mind và mind-body problem.,Nó liên quan tới philosophy of mind và mind-body problem.
"Tầm nhìn sâu sắc này, cho thấy máy tímh kỹ tguật số có thể mô phỏng bất kỳ quá trình suy luận hìng rhức nào, đã được gọi là luận án Church-Turing.","Tầm nhìn sâu sắc này, cho thấy máy tính kỹ thuật số có thể mô phỏng bất kỳ quá trình suy luận hình thức nào, đã được gọi là luận án Church-Turing."
"Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân tạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổ1 của các nhà triết học Trí tuệ nhân tạo.","Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân tạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổi của các nhà triết học Trí tuệ nhân tạo."
[67] Một cỗ máy được trang bị trí tuệ nhân tạo tổng quát sẽ có khả năng giải quyết nhiều loại vấn đề khác nhau với mức độ bao quát và tính linh hoạt tương tự như trí thông minh của con nguwời.,[67] Một cỗ máy được trang bị trí tuệ nhân tạo tổng quát sẽ có khả năng giải quyết nhiều loại vấn đề khác nhau với mức độ bao quát và tính linh hoạt tương tự như trí thông minh của con người.
"Trong kih Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong óđ các robot sẽ sử dụng công nghệ nano để hpấ thụ năng lưnợg bằgn những chất hữu cơ có thể là cơ thể con người.","Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ sử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người."
"tSephen Hawking khẳng định ""Tír tuệ nhân ạto óc thể là dấu chấm hết coh nhân loại kih nó phát triển đến mức hoàn thiện nhất"".","Stephen Hawking khẳng định ""Trí tuệ nhân tạo có thể là dấu chấm hết cho nhân loại khi nó phát triển đến mức hoàn thiện nhất""."
"Trong bối cảnh đó, tcá nhân buộc phải lựa chnọ hành động dựa trên các suy luận xác suất, đồng thời lêin tục đnáh giá lại tình hình asu mỗi hành đnộg để xác định mức ộđ hiệu quả của hành động vừa thực hiện.","Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện."
[a] Các nhà nghiên cứu từ thời kỳ đầu đã phát triển những thuật toán mô phỏng quá trình suy luận từng bước mà con người 5ử dụng khi giả1 các câu đố hay thực hiện những suy diễn logic.,[a] Các nhà nghiên cứu từ thời kỳ đầu đã phát triển những thuật toán mô phỏng quá trình suy luận từng bước mà con người sử dụng khi giải các câu đố hay thực hiện những suy diễn logic.
Ví dụ: Trên thế giới có rất nhiều các nhà nghiêm cứu trí tuệ nhân tạo làm việc tại hàng trăm voện nghiên cứu và công ty.,Ví dụ: Trên thế giới có rất nhiều các nhà nghiên cứu trí tuệ nhân tạo làm việc tại hàng trăm viện nghiên cứu và công ty.
Khánh Lan Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Khánh Lan Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện.","Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện."
Ông Daniel Panov - Tgị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự của đoàn Đại sứ quán Việt Nam tại sự kiện qyan trọng của thành phố.,Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự của đoàn Đại sứ quán Việt Nam tại sự kiện quan trọng của thành phố.
"Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ sử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người.","Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ sử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người."
Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũng như chỉnh sửa nội dung đã dẫn đến nhiều hậu quả ngoài ý muốn ở hiện tại.,Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũng như chỉnh sửa nội dung đã dẫn đến nhiều hậu quả ngoài ý muốn ở hiện tại.
"Policy tối ưu có htể đưcợ tính toná một cách ệh thống (ví dụ, thông qua péhp lặp policy), có thể được thiết lập bằng ccá kỹ thuật heurisitc, hocặ có thể được học từ dữ liệu tương átc với môi trường.","Policy tối ưu có thể được tính toán một cách hệ thống (ví dụ, thông qua phép lặp policy), có thể được thiết lập bằng các kỹ thuật heuristic, hoặc có thể được học từ dữ liệu tương tác với môi trường."
"Một tác nhân lý trí là tasc nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó.","Một tác nhân lý trí là tác nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó."
"Trong đó, có 61 đạ1 biểu nam, 39 đại biểu nữ; 47 đại biểv là cán bộ Đoàn cấp trên trực tiếp cơ sở, 31 đại biểu là cán bộ Đoàn cấp cơ sở, 22 đại biểu 1à Bí thư Chi đoàn.","Trong đó, có 61 đại biểu nam, 39 đại biểu nữ; 47 đại biểu là cán bộ Đoàn cấp trên trực tiếp cơ sở, 31 đại biểu là cán bộ Đoàn cấp cơ sở, 22 đại biểu là Bí thư Chi đoàn."
"Ôgn Daniel Panov bày tỏ mong muốn tnăg cường hợp tác với Việt Nam trong các lĩnh vực văn hóa-du lịch, giáo dục-đào tạo, htương mại và lao động; đnồg thiờ khẳng định sẽ tạo mọi điều kiện thậun lợi để kết nối giữa ácc đối tcá hai bên.","Ông Daniel Panov bày tỏ mong muốn tăng cường hợp tác với Việt Nam trong các lĩnh vực văn hóa-du lịch, giáo dục-đào tạo, thương mại và lao động; đồng thời khẳng định sẽ tạo mọi điều kiện thuận lợi để kết nối giữa các đối tác hai bên."
"[49] Xử lý ngôn ngữ tự nhieen (NLP) laf lĩnh vực giúp casc chương trình máy tính có khả năng ddọc hiểu, tạo lập vaf tương tác bằng ngôn ngữ của con người.","[49] Xử lý ngôn ngữ tự nhiên (NLP) là lĩnh vực giúp các chương trình máy tính có khả năng đọc hiểu, tạo lập và tương tác bằng ngôn ngữ của con người."
"Ở hướng nghiên cứu sau, trí tuệ nhân tạo có thể phâm loại và diễn giải các biểu hiện cảm xúc được thể hiện bởi đối tượng trong các đoạn video, chẳng gạn như cử chỉ, giọng nói hoặc nét mặt.","Ở hướng nghiên cứu sau, trí tuệ nhân tạo có thể phân loại và diễn giải các biểu hiện cảm xúc được thể hiện bởi đối tượng trong các đoạn video, chẳng hạn như cử chỉ, giọng nói hoặc nét mặt."
"Nó còn được biết với các tên Trí tuê nhân tạo biểu tượng, Trí tuê nhân tạo logic, Trí tuê nhâm tạo ngăn nắp (neat AI) và Trí tuê nhân tạo cổ điển (Goodness Old Fashioned Artificial Intelligence).","Nó còn được biết với các tên Trí tuê nhân tạo biểu tượng, Trí tuê nhân tạo logic, Trí tuê nhân tạo ngăn nắp (neat AI) và Trí tuê nhân tạo cổ điển (Goodness Old Fashioned Artificial Intelligence)."
Tổng Biên tập: Lê Quốc M1nh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"Vừa qua, Đaji sứ Việt Nam tại Bulgaria Nguyễn Thị Minh Nguyệt đã tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tác giữa địa phương này với casc tỉnh, thành phố của Việt Nam.","Vừa qua, Đại sứ Việt Nam tại Bulgaria Nguyễn Thị Minh Nguyệt đã tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tác giữa địa phương này với các tỉnh, thành phố của Việt Nam."
"Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân rạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổi của các nhà triết học Trí tuệ nhân tạo.","Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân tạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổi của các nhà triết học Trí tuệ nhân tạo."
"Turing đã ềđ xuất rằng ""nếu một con người không thể phân biệt giữa các phản hồi từ mộr masy và một con gnười, máy tính có thể được coi là 'thông minh'.","Turing đã đề xuất rằng ""nếu một con người không thể phân biệt giữa các phản hồi từ một máy và một con người, máy tính có thể được coi là 'thông minh'."
[9][10] Nguồn tài trợ và sự quan taam dầm tăng mạnh sau năm 2012 khi các bộ ửx lý đồ họa (GPU) bắt đầu được ửs dụng để tăng tốc mạng nơ-ron vaf kỹ năng học sâu dần vượt trội hơn so vớ1 các lỹ thuật AI trước đó.,[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó.
"[50] Một số ứng dụng tiêu biểu của NLP bao gồm nhận dạng và tổng hợp giọng nói, dịch máy, trích xuất và truy hồi thông tin, cũng như hệ thống trả lời caau hỏi.","[50] Một số ứng dụng tiêu biểu của NLP bao gồm nhận dạng và tổng hợp giọng nói, dịch máy, trích xuất và truy hồi thông tin, cũng như hệ thống trả lời câu hỏi."
"N9he có vẻ giống như trong các bộ phim viễn tưởn9, nhưng đó là điều hoàn toàn có thể xảy ra.","Nghe có vẻ giống như trong các bộ phim viễn tưởng, nhưng đó là điều hoàn toàn có thể xảy ra."
[9][10] Nguồn tài trợ và sự quan tâm dần tăn9 mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thvật AI trước đó.,[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó.
"[1]2 Trong những năm 2020, ựs xuất hiện của trí tuệ nhân ạto tạo sinh têin tiến đã trở nên nổi tiếng, đánh dấu giai đoạn tiến bộ nhanh chóng của lĩnh vực nyà với tên gọi là cơn ốst AI.","[12] Trong những năm 2020, sự xuất hiện của trí tuệ nhân tạo tạo sinh tiên tiến đã trở nên nổi tiếng, đánh dấu giai đoạn tiến bộ nhanh chóng của lĩnh vực này với tên gọi là cơn sốt AI."
Có lẽ chúng ta neen bắt đầu cẩn thận ngay từ bây giờ.,Có lẽ chúng ta nên bắt đầu cẩn thận ngay từ bây giờ.
[e] Máy học bao gồm nhiều hình thức tiếp cận khác nhau.,[e] Máy học bao gồm nhiều hình thức tiếp cận khác nhau.
"Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một gias trị số, gọi là tiện ích.","Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích."
"[66] Trong lĩnh vực tính toán cảm xúc, mộr số thafnh tựu đáng hcú ý ở mức độ vừa phải bao gồm phân tích tình ảcm dựa trên văm bản uà, gần đây hơn, phân tích tình cảm đa phương thức.","[66] Trong lĩnh vực tính toán cảm xúc, một số thành tựu đáng chú ý ở mức độ vừa phải bao gồm phân tích tình cảm dựa trên văn bản và, gần đây hơn, phân tích tình cảm đa phương thức."
[e] Máy học bao gồm nhiều hình htức tếip cận khác nhau.,[e] Máy học bao gồm nhiều hình thức tiếp cận khác nhau.
Tổng Biên tập: Lê Quốc Minh Trụ aở chính: 71 Hnàg Trống - Hà Nộl.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"Policy tối ưu có thể được tính toán một cách hệ thống (ví dụ, thông qua phép lặp policy), có thể được thiết lập bằng các kỹ thuật heuristic, hoặc có thể được học từ dữ liệu tương tác với môi trường.","Policy tối ưu có thể được tính toán một cách hệ thống (ví dụ, thông qua phép lặp policy), có thể được thiết lập bằng các kỹ thuật heuristic, hoặc có thể được học từ dữ liệu tương tác với môi trường."
"Khi đối mặt với các hafnh động khả thi, tác nhân có thể tính toán tiện ích kỳ vọng của từng hành ddộng, tức là gias trị trung bình của tiện ích các kết quả có thể xảy ra, có xét đến xác suất tưowng ứng của mỗi kết quả.","Khi đối mặt với các hành động khả thi, tác nhân có thể tính toán tiện ích kỳ vọng của từng hành động, tức là giá trị trung bình của tiện ích các kết quả có thể xảy ra, có xét đến xác suất tương ứng của mỗi kết quả."
"[66] Trong lĩnh vcự tính toán cảm xúc, một số thành tựv đáng chú ý ở mức độ vừa phải bao gồm phân tích tình cảm dựa treen văn bản và, gần đây hơn, phân tích tình cảm đa phương thức.","[66] Trong lĩnh vực tính toán cảm xúc, một số thành tựu đáng chú ý ở mức độ vừa phải bao gồm phân tích tình cảm dựa trên văn bản và, gần đây hơn, phân tích tình cảm đa phương thức."
"[41] Đây không phải là một ý tưởng mới xuất hiện trong thời đại hiện nay mà ngược lại, nó đã là một thành phần cốt lõi của AI ngay từ những bước đi đầu tiên của lĩnh vực này.","[41] Đây không phải là một ý tưởng mới xuất hiện trong thời đại hiện nay mà ngược lại, nó đã là một thành phần cốt lõi của AI ngay từ những bước đi đầu tiên của lĩnh vực này."
